Time Elapsed (s),tb exploration,tb trajectory,human exploration,human trajectory,merged exploration
328.633324848,227372,79.26599273713592,1105548,486.9975933433763,1215786
329.632003553,227372,79.2676718779412,1105548,486.9975933433763,1215786
330.622080809,227372,79.26770332112008,1105548,486.9975933433763,1215786
331.622034172,227372,79.26771140077855,1105548,486.9975933433763,1215786
332.604261276,227372,79.26771903017308,1105548,486.9975933433763,1215786
333.636622044,227372,79.26771903017308,1105548,486.9975933433763,1215786
334.605145396,227372,79.26772093752172,1105548,486.9975933433763,1215786
335.597636637,227372,79.26772856691625,1105548,486.9975933433763,1215786
336.594009246,227372,79.26789181205297,1105548,486.9975933433763,1215786
337.621021345,227372,79.26981164056511,1105548,486.9975933433763,1215786
338.67272313,227394,79.27604319661899,1105548,486.9975933433763,1215786
339.680491757,227411,79.30105638190905,1105548,486.9975933433763,1215786
340.744461297,227548,79.31668985187176,1105548,486.9975933433763,1215808
342.016092298,227548,79.31672250805805,1105548,486.9975933433763,1215808
342.682885631,227548,79.31672250805805,1105548,486.9975933433763,1215808
343.639907538,227548,79.31674775385422,1105548,486.9975933433763,1215868
344.688921155,227548,79.31675774086132,1105548,486.9975933433763,1215931
345.700410803,227548,79.34707026892146,1105548,486.9975933433763,1215931
346.837376545,227548,79.34709612283856,1105548,486.9975933433763,1215931
347.707534618,227548,79.34711183189157,1105548,486.9975933433763,1215931
348.882251483,227548,79.3471237262473,1105548,486.9975933433763,1215931
349.621279474,227548,79.3471351703391,1105548,486.9975933433763,1215931
350.602319402,227548,79.34789464476728,1105548,486.9975933433763,1215931
351.671077505,227548,79.34796912666974,1105548,486.9975933433763,1215931
352.652912843,227548,79.34805292908634,1105548,486.9975933433763,1215931
353.637334529,227548,79.34806628052677,1105548,486.9975933433763,1215931
354.634911103,227548,79.3480739099213,1105548,486.9975933433763,1215931
355.621761065,227548,79.348106785112,1105548,486.9975933433763,1215931
356.634714915,227548,79.34811059980926,1105548,486.9975933433763,1215931
357.680102385,227548,79.34811059980926,1105548,486.9975933433763,1215931
358.698563977,227548,79.3481125071579,1105548,486.9975933433763,1215931
359.703779556,227548,79.34811441450653,1105548,486.9975933433763,1215931
360.657568118,227548,79.34812934604629,1105548,486.9975933433763,1215931
361.638729518,227548,79.34815135042378,1105548,486.9975933433763,1215931
362.578746224,227548,79.34816851656147,1105548,486.9975933433763,1215931
363.621825504,227548,79.35110443523816,1105548,486.9975933433763,1215931
364.634024661,227553,79.36472731316688,1105548,486.9975933433763,1215931
365.824202163,227563,79.38938903548262,1105548,486.9975933433763,1215931
366.800400802,227563,79.52199802040641,1105548,486.9975933433763,1215936
368.111410686,227563,79.56435870611291,1105548,486.9975933433763,1215936
368.798767952,227563,79.56435870611291,1105548,486.9975933433763,1215936
369.772560829,227563,79.56442124023759,1105548,486.9975933433763,1215946
370.661459596,227563,79.56444380117189,1105548,486.9975933433763,1215946
371.624199111,227563,79.56446111548621,1105548,486.9975933433763,1215946
372.632212164,227563,79.56449929852737,1105548,486.9975933433763,1215946
373.635146087,227563,79.56467182644354,1105548,486.9975933433763,1215946
374.64621454,227563,79.56689997796659,1105548,486.9975933433763,1215946
375.626305586,227563,79.56692617452549,1105548,486.9975933433763,1215946
376.655233298,227563,79.5669361615326,1105548,486.9975933433763,1215946
377.629692244,227563,79.56694379092713,1105548,486.9975933433763,1215946
378.597101538,227563,79.56694379092713,1105548,486.9975933433763,1215946
379.669590202,227563,79.56694379092713,1105548,486.9975933433763,1215946
380.6359236,227563,79.56694379092713,1105548,486.9975933433763,1215946
381.62686972,227563,79.56694379092713,1105548,486.9975933433763,1215946
382.587292554,227563,79.56694760562439,1105548,486.9975933433763,1215946
383.803902262,227563,79.56701989918469,1105548,486.9975933433763,1215946
384.843913975,227563,79.56705491652936,1105548,486.9975933433763,1215946
385.640365301,227563,79.56709685888559,1105548,486.9975933433763,1215946
386.657361127,227563,79.5671340105063,1105548,486.9975933433763,1215946
387.626440879,227563,79.56717160381403,1105548,486.9975933433763,1215946
388.614111656,227563,79.56721456936187,1105548,486.9975933433763,1215946
389.63998076,227563,79.56773682615186,1105548,486.9975933433763,1215946
390.632174513,227563,79.58365632882517,1105548,486.9975933433763,1215946
391.836820609,227568,79.60913164697227,1105548,486.9975933433763,1215946
392.698860163,227573,79.62238308947393,1105548,486.9975933433763,1215946
394.036753988,227577,79.64248956808,1105548,486.9975933433763,1215951
394.769696051,227577,79.64248956808,1105548,486.9975933433763,1215951
395.755655826,227579,79.65319364311229,1105548,486.9975933433763,1215952
396.712283332,227579,79.65322055833478,1105548,486.9975933433763,1215956
397.602386954,227579,79.65326686042765,1105548,486.9975933433763,1215956
398.897332861,227579,79.65332117908186,1105548,486.9975933433763,1215960
399.776136468,227579,79.66320969391096,1105548,486.9975933433763,1215960
400.655049843,227581,79.67975529701722,1105548,486.9975933433763,1215962
401.702163804,227581,79.69855815612745,1105548,486.9975933433763,1215964
402.772314589,227581,79.75576115015643,1105548,486.9975933433763,1215964
403.681259922,227583,79.8717920690497,1105548,486.9975933433763,1215964
404.693016812,227583,79.8720137257062,1105548,486.9975933433763,1215964
405.602113481,227583,79.872095427269,1105548,486.9975933433763,1215966
406.646438125,227583,79.87250072717967,1105548,486.9975933433763,1215966
407.595387507,227583,79.8728562999177,1105548,486.9975933433763,1215966
408.819970142,227583,79.87321611247775,1105548,486.9975933433763,1215966
409.797934169,227583,79.87333005142409,1105548,486.9975933433763,1215966
410.632101425,227583,79.87335263752038,1105548,486.9975933433763,1215966
411.620128113,227583,79.8737896807888,1105548,486.9975933433763,1215966
412.608213387,227583,79.87425796136583,1105548,486.9975933433763,1215966
413.659777482,227583,79.87577367530844,1105548,486.9975933433763,1215966
414.637191352,227583,79.87582200769135,1105548,486.9975933433763,1215966
415.610839872,227583,79.8758324449624,1105548,486.9975933433763,1215966
416.622029765,227583,79.8758381670083,1105548,486.9975933433763,1215966
417.608806503,227583,79.87584579640283,1105548,486.9975933433763,1215966
418.651526152,227583,79.87585432632524,1105548,486.9975933433763,1215966
419.639508759,227583,79.87586195571977,1105548,486.9975933433763,1215966
420.617524988,227583,79.87586195571977,1105548,486.9975933433763,1215966
421.741465142,227583,79.87605739502818,1105548,486.9975933433763,1215966
422.741697314,227583,79.87609739329146,1105548,486.9975933433763,1215966
423.782779679,227583,79.87614491332886,1105548,486.9975933433763,1215966
424.625264336,227583,79.87646386424015,1105548,486.9975933433763,1215966
425.605003988,227583,79.88972822909857,1105548,486.9975933433763,1215966
426.652106028,227583,79.90079048033402,1105548,486.9975933433763,1215966
427.854727448,227583,79.92468893550631,1105548,486.9975933433763,1215966
428.960710808,227584,79.92564865526586,1105548,486.9975933433763,1215966
429.650027198,227584,79.92566212972093,1105548,486.9975933433763,1215966
430.644991796,227584,79.92568334536124,1105548,486.9975933433763,1215967
